period_start,site_id,cell_id,RRC_ConnEstabAtt_MOData,RRC_ConnEstabSucc_MOData,ERAB_EstabInitAttNbr_QCI1,ERAB_EstabInitSuccNbr_QCI1,HO_InterENBOutAtt,HO_InterENBOutSucc,RRU_PrbTotDl,RRU_PrbAvailDl,RRU_PrbTotUl,RRU_PrbAvailUl,PDCP_SDUVolumeDl_Bits,PDCP_SDUVolumeUl_Bits,DRB_IPThpDl_Kbps,DRB_IPThpUl_Kbps,Cell_UnavailableTime_S,RRC_ConnMax
2024-01-03 18:00:00,SWP001,SWP001-C1,2171,2159,1867,1866,782,768,79,100,54,100,936539595,234198197,236,60,0,204
2024-01-03 19:00:00,SWP001,SWP001-C1,2212,2192,1927,1913,816,798,76,100,50,100,1055605460,266737376,269,76,0,162
2024-01-03 20:00:00,SWP001,SWP001-C1,2358,2348,2093,2083,757,742,86,100,57,100,1135717679,280188214,288,73,120,195
2024-01-03 21:00:00,SWP001,SWP001-C1,2214,2208,1832,1824,824,811,83,100,53,100,1060756903,270971168,297,77,0,204
2024-01-03 22:00:00,SWP001,SWP001-C1,1243,1236,1032,1029,358,354,38,100,30,100,538144424,149519962,136,44,0,83
2024-01-03 23:00:00,SWP001,SWP001-C1,1168,1163,953,947,404,399,34,100,25,100,401482074,110156797,105,31,0,85
2024-01-03 00:00:00,SWP001,SWP001-C2,259,257,223,220,95,93,10,100,6,100,115536907,30432090,32,7,0,20
2024-01-03 01:00:00,SWP001,SWP001-C2,304,302,259,258,93,91,8,100,5,100,103095110,23545987,28,6,0,23
2024-01-03 02:00:00,SWP001,SWP001-C2,255,253,225,224,77,75,18,100,9,100,246222088,40435914,64,11,0,18
2024-01-03 03:00:00,SWP001,SWP001-C2,282,281,235,234,91,89,14,100,4,100,198338578,20911008,55,5,0,23
2024-01-03 04:00:00,SWP001,SWP001-C2,283,282,251,250,83,81,16,100,13,100,220823187,57012919,65,14,2,20
2024-01-03 05:00:00,SWP001,SWP001-C2,275,274,237,235,90,89,9,100,2,100,125024078,8908068,33,2,0,21
2024-01-03 06:00:00,SWP001,SWP001-C2,1166,1157,1005,1000,431,423,45,100,25,100,616688254,106396557,163,32,0,95
2024-01-03 07:00:00,SWP001,SWP001-C2,1843,1842,1607,1603,664,651,72,100,44,100,869762771,204298664,235,54,120,161
2024-01-03 08:00:00,SWP001,SWP001-C2,2003,2001,1719,1717,660,646,69,100,47,100,803995942,220386681,210,65,0,152
2024-01-03 09:00:00,SWP001,SWP001-C2,1914,1904,1570,1566,614,604,69,100,40,100,848606783,173630707,229,43,60,168
2024-01-03 10:00:00,SWP001,SWP001-C2,1671,1668,1375,1373,529,522,60,100,31,100,752804459,165335427,224,45,120,126
2024-01-03 11:00:00,SWP001,SWP001-C2,1657,1647,1361,1358,498,496,62,100,35,100,769577085,153234982,230,44,0,130
2024-01-03 12:00:00,SWP001,SWP001-C2,1694,1686,1386,1378,569,559,62,100,38,100,734736626,170969176,210,50,0,121
2024-01-03 13:00:00,SWP001,SWP001-C2,1581,1577,1351,1346,553,542,60,100,38,100,767810060,173868159,194,44,0,112
2024-01-03 14:00:00,SWP001,SWP001-C2,1093,1092,903,899,362,357,34,100,24,100,405778473,110813070,115,29,30,90
2024-01-03 15:00:00,SWP001,SWP001-C2,1136,1130,1007,1004,395,388,39,100,25,100,521871224,109320756,155,29,5,83
2024-01-03 16:00:00,SWP001,SWP001-C2,1187,1186,1033,1029,363,355,48,100,28,100,563741471,123286807,143,36,0,74
2024-01-03 17:00:00,SWP001,SWP001-C2,2215,2214,1819,1818,814,803,94,100,51,100,1175370864,221022331,351,65,0,211
2024-01-03 18:00:00,SWP001,SWP001-C2,2187,2166,1824,1822,693,681,79,100,52,100,949836032,229446725,271,67,0,166
2024-01-03 19:00:00,SWP001,SWP001-C2,2482,2481,2043,2034,680,673,81,100,47,100,1096420173,235223587,312,67,0,187
2024-01-03 20:00:00,SWP001,SWP001-C2,2343,2331,1960,1957,740,728,93,100,60,100,1056219793,306700839,303,93,0,171
2024-01-03 21:00:00,SWP001,SWP001-C2,2116,2104,1848,1834,734,719,75,100,47,100,1073975158,228793291,299,62,0,164
2024-01-03 22:00:00,SWP001,SWP001-C2,1134,1127,987,981,357,350,38,100,28,100,455933406,130497086,124,35,0,93
2024-01-03 23:00:00,SWP001,SWP001-C2,1166,1160,1027,1021,393,386,43,100,24,100,591070691,108356088,177,30,0,94
2024-01-03 00:00:00,SWP001,SWP001-C3,293,292,244,243,77,75,3,100,5,100,41733441,26152446,12,6,0,23
2024-01-03 01:00:00,SWP001,SWP001-C3,297,296,261,259,92,90,10,100,7,100,130038912,32696248,32,9,0,19
2024-01-03 02:00:00,SWP001,SWP001-C3,290,288,242,241,93,91,11,100,10,100,128991569,42607769,39,12,0,23
2024-01-03 03:00:00,SWP001,SWP001-C3,308,306,259,258,103,101,14,100,2,100,177338095,8875786,44,2,0,22
2024-01-03 04:00:00,SWP001,SWP001-C3,309,308,259,258,97,96,7,100,2,100,99990804,10187735,28,2,0,25
2024-01-03 05:00:00,SWP001,SWP001-C3,298,297,263,261,84,82,14,100,10,100,177593988,44885129,47,13,2,25
2024-01-03 06:00:00,SWP001,SWP001-C3,1100,1093,947,943,372,367,46,100,26,100,525387922,133449333,150,34,10,78
2024-01-03 07:00:00,SWP001,SWP001-C3,1947,1940,1726,1725,708,700,79,100,54,100,932864052,285020432,278,71,30,157
2024-01-03 08:00:00,SWP001,SWP001-C3,1899,1893,1611,1609,682,671,66,100,42,100,904091693,216958870,249,56,0,138
2024-01-03 09:00:00,SWP001,SWP001-C3,2059,2053,1730,1729,640,629,74,100,50,100,1004460522,222443924,264,56,0,161
2024-01-03 10:00:00,SWP001,SWP001-C3,1638,1635,1345,1341,534,523,62,100,37,100,700175571,157352715,200,44,0,124
2024-01-03 11:00:00,SWP001,SWP001-C3,1552,1548,1345,1342,512,502,57,100,38,100,680918857,166799726,180,48,0,111
2024-01-03 12:00:00,SWP001,SWP001-C3,1586,1578,1393,1392,533,523,62,100,38,100,826313473,192667731,230,56,0,110
2024-01-03 13:00:00,SWP001,SWP001-C3,1625,1613,1436,1431,590,578,58,100,33,100,709662494,174727129,191,50,0,118
2024-01-03 14:00:00,SWP001,SWP001-C3,1137,1132,967,961,423,420,40,100,28,100,510136665,136408213,131,35,180,84
2024-01-03 15:00:00,SWP001,SWP001-C3,1152,1148,1023,1020,336,330,52,100,21,100,598551490,98654467,156,29,120,94
2024-01-03 16:00:00,SWP001,SWP001-C3,1222,1221,992,988,421,418,36,100,29,100,511291415,126030186,128,35,180,85
2024-01-03 17:00:00,SWP001,SWP001-C3,2326,2312,2043,2035,720,709,92,100,58,100,1216935890,272356515,354,78,0,168
2024-01-03 18:00:00,SWP001,SWP001-C3,2348,2340,2065,2049,729,717,90,100,51,100,1039655152,245549670,295,67,30,190
2024-01-03 19:00:00,SWP001,SWP001-C3,2353,2345,1971,1962,854,844,88,100,59,100,1199772753,260890931,348,72,0,168
2024-01-03 20:00:00,SWP001,SWP001-C3,2366,2360,1973,1970,847,840,80,100,54,100,1009027185,288044697,271,86,0,178
2024-01-03 21:00:00,SWP001,SWP001-C3,2493,2480,2094,2082,822,806,83,100,50,100,1156001982,245783054,295,65,0,168
2024-01-03 22:00:00,SWP001,SWP001-C3,1051,1050,891,889,354,346,29,100,27,100,364945917,123591664,105,34,60,76
2024-01-03 23:00:00,SWP001,SWP001-C3,1054,1049,914,910,400,393,41,100,21,100,529191423,102976286,148,30,0,73
2024-01-03 00:00:00,SWP002,SWP002-C1,302,300,248,247,97,95,10,100,12,100,130856506,62023967,38,16,180,22
2024-01-03 01:00:00,SWP002,SWP002-C1,285,284,236,235,109,107,7,100,7,100,97698987,33760587,27,8,60,22
2024-01-03 02:00:00,SWP002,SWP002-C1,299,297,260,259,102,100,5,100,8,100,57552865,34874211,14,9,0,23
2024-01-03 03:00:00,SWP002,SWP002-C1,316,314,260,258,99,97,12,100,11,100,156671895,52325460,47,15,0,18
2024-01-03 04:00:00,SWP002,SWP002-C1,284,282,246,244,109,106,10,100,5,100,125799876,26312050,31,7,0,19
2024-01-03 05:00:00,SWP002,SWP002-C1,285,284,246,245,90,89,12,100,15,100,168186098,67814646,47,18,10,20
2024-01-03 06:00:00,SWP002,SWP002-C1,1139,1137,985,984,389,384,49,100,19,100,676987120,87575642,205,23,0,93
2024-01-03 07:00:00,SWP002,SWP002-C1,1910,1901,1595,1588,595,587,82,100,51,100,1099640554,248420204,328,71,0,168
2024-01-03 08:00:00,SWP002,SWP002-C1,2085,2073,1741,1740,704,698,72,100,39,100,986923745,184380048,294,52,0,153
2024-01-03 09:00:00,SWP002,SWP002-C1,2119,2105,1771,1769,629,616,75,100,40,100,1065091308,196521715,318,50,0,159
2024-01-03 10:00:00,SWP002,SWP002-C1,1772,1761,1436,1427,437,429,57,100,36,100,699346944,169662643,201,42,1,140
2024-01-03 11:00:00,SWP002,SWP002-C1,1480,1472,1303,1295,553,545,67,100,32,100,828150082,161490734,252,46,0,128
2024-01-03 12:00:00,SWP002,SWP002-C1,1743,1728,1510,1504,544,537,62,100,42,100,821617338,192136713,220,54,1,124
2024-01-03 13:00:00,SWP002,SWP002-C1,1610,1609,1368,1358,547,537,60,100,44,100,822471915,236136587,211,59,10,129
2024-01-03 14:00:00,SWP002,SWP002-C1,1123,1118,960,957,389,382,34,100,23,100,480784051,118823599,125,31,0,86
2024-01-03 15:00:00,SWP002,SWP002-C1,1275,1269,1126,1123,380,370,35,100,34,100,404487724,173683753,120,46,0,88
2024-01-03 16:00:00,SWP002,SWP002-C1,1267,1261,1063,1056,373,369,48,100,27,100,592193571,128549542,151,36,0,98
2024-01-03 17:00:00,SWP002,SWP002-C1,2390,2376,1952,1946,846,833,76,100,61,100,905834314,271328897,248,75,0,202
2024-01-03 18:00:00,SWP002,SWP002-C1,2352,2342,1962,1950,736,724,81,100,53,100,1007526489,251616353,295,66,0,153
2024-01-03 19:00:00,SWP002,SWP002-C1,2200,2195,1844,1836,669,660,82,100,56,100,1134824683,247632126,290,69,0,165
2024-01-03 20:00:00,SWP002,SWP002-C1,2351,2333,2034,2028,799,789,89,100,53,100,1184862996,226379476,299,65,0,180
2024-01-03 21:00:00,SWP002,SWP002-C1,2501,2500,2161,2150,790,769,94,100,51,100,1254772589,217798737,355,62,30,155
2024-01-03 22:00:00,SWP002,SWP002-C1,1140,1136,945,943,371,365,42,100,27,100,487074067,141640082,131,40,1,100
2024-01-03 23:00:00,SWP002,SWP002-C1,1124,1120,948,945,356,346,58,100,25,100,775063668,109782835,229,29,180,71
2024-01-03 00:00:00,SWP002,SWP002-C2,258,257,223,222,102,100,3,100,2,100,36412470,8807747,9,2,60,22
2024-01-03 01:00:00,SWP002,SWP002-C2,281,278,230,228,97,95,13,100,5,100,155819612,22616645,46,6,0,21
2024-01-03 02:00:00,SWP002,SWP002-C2,281,278,243,241,95,93,1,100,2,100,13857502,10310080,3,2,10,25
2024-01-03 03:00:00,SWP002,SWP002-C2,287,285,253,252,84,83,11,100,1,100,125040465,4827794,34,1,0,22
2024-01-03 04:00:00,SWP002,SWP002-C2,284,281,232,231,96,93,2,100,5,100,25199468,24866419,6,6,0,22
2024-01-03 05:00:00,SWP002,SWP002-C2,301,299,255,254,102,100,9,100,6,100,102918874,27716058,26,7,60,18
2024-01-03 06:00:00,SWP002,SWP002-C2,1027,1021,833,830,347,342,25,100,27,100,318390808,141771750,81,40,0,87
2024-01-03 07:00:00,SWP002,SWP002-C2,1723,1720,1474,1464,606,591,71,100,45,100,871651017,212182833,238,60,0,160
2024-01-03 08:00:00,SWP002,SWP002-C2,1853,1838,1520,1514,578,570,67,100,50,100,887062898,252867816,235,72,0,167
2024-01-03 09:00:00,SWP002,SWP002-C2,2024,2013,1715,1713,669,655,64,100,49,100,856327839,207426757,244,62,0,153
2024-01-03 10:00:00,SWP002,SWP002-C2,1487,1480,1239,1238,529,522,66,100,42,100,942148983,177613308,254,44,0,130
2024-01-03 11:00:00,SWP002,SWP002-C2,1726,1718,1520,1518,482,476,56,100,39,100,713234800,166821655,197,42,0,113
2024-01-03 12:00:00,SWP002,SWP002-C2,1637,1631,1369,1364,569,552,61,100,40,100,785800039,182490603,234,45,0,139
2024-01-03 13:00:00,SWP002,SWP002-C2,1711,1701,1429,1421,599,588,62,100,36,100,887047716,188138471,233,51,0,108
2024-01-03 14:00:00,SWP002,SWP002-C2,1129,1122,923,919,377,369,42,100,26,100,595978032,136888910,163,34,180,94
2024-01-03 15:00:00,SWP002,SWP002-C2,1128,1122,973,968,388,383,41,100,25,100,476829909,107344260,122,29,2,110
2024-01-03 16:00:00,SWP002,SWP002-C2,1253,1252,1084,1080,359,352,36,100,26,100,463876096,130076125,126,39,0,81
2024-01-03 17:00:00,SWP002,SWP002-C2,2219,2207,1874,1873,694,680,87,100,50,100,996961133,211781441,284,58,0,204
2024-01-03 18:00:00,SWP002,SWP002-C2,2338,2330,1926,1917,740,727,89,100,54,100,1123168024,289512909,305,82,0,174
2024-01-03 19:00:00,SWP002,SWP002-C2,2325,2318,1965,1959,736,726,84,100,51,100,1182894598,245487213,317,63,180,202
2024-01-03 20:00:00,SWP002,SWP002-C2,2376,2363,1936,1935,796,787,83,100,57,100,1120247998,292697185,299,75,0,163
2024-01-03 21:00:00,SWP002,SWP002-C2,2160,2151,1884,1875,798,774,87,100,55,100,1195217372,294611927,299,76,0,168
2024-01-03 22:00:00,SWP002,SWP002-C2,1256,1251,1024,1020,385,377,47,100,18,100,572423536,93132245,164,24,0,96
2024-01-03 23:00:00,SWP002,SWP002-C2,1181,1179,968,964,381,373,38,100,36,100,496145745,160562272,141,42,0,74
2024-01-03 00:00:00,SWP002,SWP002-C3,280,279,230,229,103,101,14,100,8,100,175874285,36018468,50,9,2,24
2024-01-03 01:00:00,SWP002,SWP002-C3,278,275,245,243,91,89,4,100,6,100,51432246,32153842,14,8,0,20
2024-01-03 02:00:00,SWP002,SWP002-C3,273,270,225,224,93,91,12,100,5,100,145317264,23381029,38,6,0,19
2024-01-03 03:00:00,SWP002,SWP002-C3,263,262,230,229,82,80,13,100,1,100,165268110,4303695,49,1,0,24
2024-01-03 04:00:00,SWP002,SWP002-C3,298,296,256,255,82,80,10,100,6,100,130076714,28765918,37,7,0,23
2024-01-03 05:00:00,SWP002,SWP002-C3,283,281,245,243,106,104,15,100,4,100,186611504,18057135,56,5,0,22
2024-01-03 06:00:00,SWP002,SWP002-C3,1247,1242,1060,1059,412,403,37,100,27,100,462554568,115380315,138,31,0,87
2024-01-03 07:00:00,SWP002,SWP002-C3,1878,1873,1622,1618,686,676,73,100,42,100,1041773236,211944231,274,61,0,201
2024-01-03 08:00:00,SWP002,SWP002-C3,1798,1788,1488,1481,652,641,72,100,55,100,861539879,244588760,224,74,5,151
2024-01-03 09:00:00,SWP002,SWP002-C3,1855,1854,1515,1507,662,651,61,100,43,100,741456711,212781719,190,64,120,134
2024-01-03 10:00:00,SWP002,SWP002-C3,1435,1428,1268,1263,531,525,65,100,34,100,830124533,168874286,229,48,0,134
2024-01-03 11:00:00,SWP002,SWP002-C3,1452,1441,1274,1267,482,472,57,100,38,100,698807422,197587310,179,58,0,120
2024-01-03 12:00:00,SWP002,SWP002-C3,1532,1517,1259,1251,470,463,58,100,28,100,662549032,142398084,196,39,0,128
2024-01-03 13:00:00,SWP002,SWP002-C3,1627,1618,1372,1363,584,574,53,100,33,100,746215537,152552689,201,40,180,133
2024-01-03 14:00:00,SWP002,SWP002-C3,1088,1079,959,956,438,430,44,100,29,100,556597625,145484891,164,40,0,89
2024-01-03 15:00:00,SWP002,SWP002-C3,1166,1158,971,964,348,341,39,100,31,100,446615817,165881965,120,44,30,69
2024-01-03 16:00:00,SWP002,SWP002-C3,1051,1048,908,907,369,362,37,100,28,100,437273201,130488171,111,38,2,84
2024-01-03 17:00:00,SWP002,SWP002-C3,2515,2505,2197,2195,606,596,87,100,53,100,1083419650,242437632,312,64,0,160
2024-01-03 18:00:00,SWP002,SWP002-C3,2351,2337,2055,2054,716,705,86,100,53,100,999646083,275160741,253,68,0,206
2024-01-03 19:00:00,SWP002,SWP002-C3,2325,2321,1889,1887,724,714,85,100,54,100,1059402630,265507022,300,75,0,181
2024-01-03 20:00:00,SWP002,SWP002-C3,2046,2035,1715,1713,862,852,82,100,52,100,1049661277,252552066,263,68,2,152
2024-01-03 21:00:00,SWP002,SWP002-C3,2233,2223,1900,1893,738,731,85,100,50,100,1002221670,260184926,283,68,0,160
2024-01-03 22:00:00,SWP002,SWP002-C3,1215,1209,1035,1029,344,335,44,100,30,100,579985587,148640160,163,43,0,109
2024-01-03 23:00:00,SWP002,SWP002-C3,1070,1067,902,901,358,353,45,100,23,100,525082535,101294249,145,26,30,82
2024-01-04 00:00:00,HWI001,HWI001-C1,280,279,228,227,90,89,15,100,3,100,192326565,15521845,56,3,0,25
2024-01-04 01:00:00,HWI001,HWI001-C1,274,272,235,234,104,102,14,100,11,100,199629983,52998966,53,13,0,24
2024-01-04 02:00:00,HWI001,HWI001-C1,262,260,230,229,86,84,17,100,7,100,205917937,31696707,52,9,0,21
2024-01-04 03:00:00,HWI001,HWI001-C1,292,291,247,246,93,91,11,100,7,100,156159766,36410878,44,11,10,22
2024-01-04 04:00:00,HWI001,HWI001-C1,303,302,258,256,101,99,1,100,5,100,13672931,24065612,3,7,1,22
2024-01-04 05:00:00,HWI001,HWI001-C1,254,252,210,209,85,84,15,100,13,100,213416323,57998389,57,15,1,18
2024-01-04 06:00:00,HWI001,HWI001-C1,1178,1174,988,987,394,387,32,100,21,100,449199770,100010119,135,28,0,88
2024-01-04 07:00:00,HWI001,HWI001-C1,1986,1973,1742,1734,578,566,79,100,49,100,1130491092,228933741,327,60,0,144
2024-01-04 08:00:00,HWI001,HWI001-C1,1903,1889,1651,1648,568,562,74,100,42,100,1056344374,218771177,284,57,0,153
2024-01-04 09:00:00,HWI001,HWI001-C1,1810,1800,1548,1540,485,475,68,100,38,100,832324027,190053474,228,53,0,132
2024-01-04 10:00:00,HWI001,HWI001-C1,1509,1495,1300,1297,520,510,58,100,31,100,792135452,140369181,214,41,0,118
2024-01-04 11:00:00,HWI001,HWI001-C1,1466,1462,1255,1253,501,491,57,100,41,100,811325092,217840593,216,59,0,138
2024-01-04 12:00:00,HWI001,HWI001-C1,1554,1546,1373,1371,557,545,58,100,40,100,790067321,178588873,203,46,0,146
2024-01-04 13:00:00,HWI001,HWI001-C1,1580,1570,1288,1287,434,425,69,100,39,100,851221394,207471006,215,58,5,131
2024-01-04 14:00:00,HWI001,HWI001-C1,1095,1091,949,948,330,323,46,100,24,100,528038515,121943248,151,31,120,88
2024-01-04 15:00:00,HWI001,HWI001-C1,1121,1115,939,936,342,339,40,100,25,100,455513811,126484627,116,35,0,102
2024-01-04 16:00:00,HWI001,HWI001-C1,1090,1086,902,898,376,373,41,100,26,100,496667541,122594379,127,37,0,86
2024-01-04 17:00:00,HWI001,HWI001-C1,2309,2304,1907,1906,785,768,81,100,59,100,1041121804,306392627,271,83,0,179
2024-01-04 18:00:00,HWI001,HWI001-C1,2316,2311,1897,1890,774,760,85,100,51,100,1166627418,274101996,337,78,0,166
2024-01-04 19:00:00,HWI001,HWI001-C1,2354,2344,2052,2047,725,712,82,100,58,100,983951713,271255125,293,69,0,168
2024-01-04 20:00:00,HWI001,HWI001-C1,2310,2292,2004,2003,771,755,75,100,56,100,1021217317,255600762,261,70,0,183
2024-01-04 21:00:00,HWI001,HWI001-C1,2307,2299,2010,2004,707,697,83,100,62,100,950818533,294071158,237,84,0,177
2024-01-04 22:00:00,HWI001,HWI001-C1,1199,1195,985,981,408,400,50,100,36,100,602501177,156615068,159,45,1,85
2024-01-04 23:00:00,HWI001,HWI001-C1,1072,1066,893,884,377,370,43,100,27,100,513397570,136882855,132,35,0,94
2024-01-04 00:00:00,HWI001,HWI001-C2,274,272,223,222,94,92,18,100,10,100,224348246,53523729,63,15,2,23
2024-01-04 01:00:00,HWI001,HWI001-C2,289,288,249,247,75,73,19,100,6,100,238260988,27138699,71,7,5,17
2024-01-04 02:00:00,HWI001,HWI001-C2,279,277,232,230,99,98,18,100,3,100,204051280,13170138,51,3,0,23
2024-01-04 03:00:00,HWI001,HWI001-C2,322,320,280,278,97,95,18,100,7,100,222561923,35731528,55,9,10,21
2024-01-04 04:00:00,HWI001,HWI001-C2,269,267,228,226,89,87,3,100,7,100,38037477,29885958,11,8,0,20
2024-01-04 05:00:00,HWI001,HWI001-C2,308,307,269,268,104,102,7,100,6,100,90393983,30890215,22,8,5,22
2024-01-04 06:00:00,HWI001,HWI001-C2,1103,1102,947,944,395,388,39,100,27,100,515600096,133979272,136,35,0,87
2024-01-04 07:00:00,HWI001,HWI001-C2,1882,1866,1536,1528,602,595,66,100,46,100,770966045,223528650,232,63,0,148
2024-01-04 08:00:00,HWI001,HWI001-C2,1950,1937,1580,1571,690,681,79,100,52,100,893014221,228063606,234,69,2,139
2024-01-04 09:00:00,HWI001,HWI001-C2,2003,1991,1651,1640,518,506,76,100,45,100,1058268571,224212859,266,59,0,139
2024-01-04 10:00:00,HWI001,HWI001-C2,1677,1669,1472,1471,517,505,58,100,38,100,811714343,198859615,203,52,2,105
2024-01-04 11:00:00,HWI001,HWI001-C2,1578,1571,1347,1342,539,534,62,100,39,100,861658132,203146587,222,53,1,127
2024-01-04 12:00:00,HWI001,HWI001-C2,1654,1653,1422,1419,492,485,56,100,31,100,657694841,134213511,174,37,0,133
2024-01-04 13:00:00,HWI001,HWI001-C2,1617,1611,1351,1340,576,565,56,100,40,100,707820083,198879589,194,52,10,142
2024-01-04 14:00:00,HWI001,HWI001-C2,1084,1079,936,932,368,362,42,100,33,100,571886793,171721750,149,51,2,87
2024-01-04 15:00:00,HWI001,HWI001-C2,1149,1147,982,974,364,359,35,100,23,100,433803420,123234400,123,33,0,106
2024-01-04 16:00:00,HWI001,HWI001-C2,1246,1242,1091,1088,451,444,25,100,27,100,342155917,118820650,88,33,0,110
2024-01-04 17:00:00,HWI001,HWI001-C2,2485,2480,2064,2057,725,709,79,100,46,100,1102990861,229035412,313,69,0,194
2024-01-04 18:00:00,HWI001,HWI001-C2,2485,2472,2129,2122,866,859,86,100,53,100,1231402860,232953354,343,67,0,200
2024-01-04 19:00:00,HWI001,HWI001-C2,2316,2301,1982,1979,746,739,94,100,48,100,1254407000,212163201,322,57,0,185
2024-01-04 20:00:00,HWI001,HWI001-C2,2322,2314,1930,1924,736,724,85,100,52,100,991214706,219898385,264,56,0,181
2024-01-04 21:00:00,HWI001,HWI001-C2,2093,2077,1805,1797,899,886,94,100,51,100,1232254756,263383484,317,71,0,135
2024-01-04 22:00:00,HWI001,HWI001-C2,1110,1103,941,937,361,357,40,100,22,100,495423378,110233966,142,31,0,93
2024-01-04 23:00:00,HWI001,HWI001-C2,1162,1152,954,952,405,399,44,100,28,100,500661177,138789728,151,41,0,95
2024-01-04 00:00:00,HWI001,HWI001-C3,279,278,245,243,82,80,3,100,5,100,36300290,25193805,10,7,0,23
2024-01-04 01:00:00,HWI001,HWI001-C3,272,270,230,228,94,92,13,100,1,100,165582779,4707077,43,1,0,23
2024-01-04 02:00:00,HWI001,HWI001-C3,305,304,260,259,79,77,11,100,9,100,138168983,41310955,39,11,0,23
2024-01-04 03:00:00,HWI001,HWI001-C3,313,311,278,277,87,85,16,100,3,100,203222625,15139970,54,4,2,20
2024-01-04 04:00:00,HWI001,HWI001-C3,319,317,270,268,94,92,6,100,1,100,77319323,4881861,19,1,60,24
2024-01-04 05:00:00,HWI001,HWI001-C3,262,260,219,218,97,95,8,100,8,100,111160881,42364562,32,11,1,21
2024-01-04 06:00:00,HWI001,HWI001-C3,1135,1128,968,963,373,369,43,100,30,100,491121511,154510635,123,43,30,88
2024-01-04 07:00:00,HWI001,HWI001-C3,2080,2069,1724,1721,626,613,69,100,48,100,946511456,230050524,270,63,10,163
2024-01-04 08:00:00,HWI001,HWI001-C3,1854,1851,1624,1623,620,612,68,100,49,100,831132715,212933673,241,54,0,159
2024-01-04 09:00:00,HWI001,HWI001-C3,1759,1754,1520,1519,556,546,69,100,46,100,886849232,204423907,237,51,10,159
2024-01-04 10:00:00,HWI001,HWI001-C3,1619,1613,1330,1329,530,519,59,100,38,100,719986862,162797074,205,42,0,129
2024-01-04 11:00:00,HWI001,HWI001-C3,1652,1645,1372,1364,553,543,61,100,40,100,829641377,186874129,242,53,0,103
2024-01-04 12:00:00,HWI001,HWI001-C3,1723,1712,1496,1490,560,550,56,100,37,100,798366844,177274184,207,50,1,125
2024-01-04 13:00:00,HWI001,HWI001-C3,1704,1694,1490,1484,554,544,50,100,42,100,653681087,202479757,179,53,0,112
2024-01-04 14:00:00,HWI001,HWI001-C3,1189,1183,1035,1034,391,383,36,100,32,100,512585437,150209008,148,39,0,71
2024-01-04 15:00:00,HWI001,HWI001-C3,1173,1170,1022,1021,433,424,31,100,32,100,411948837,136406388,122,34,30,86
2024-01-04 16:00:00,HWI001,HWI001-C3,1176,1170,1023,1019,371,365,37,100,24,100,526578277,121001198,146,33,0,94
2024-01-04 17:00:00,HWI001,HWI001-C3,2341,2332,1906,1897,805,792,87,100,52,100,989596017,278833365,270,73,1,165
2024-01-04 18:00:00,HWI001,HWI001-C3,2161,2143,1840,1827,758,741,89,100,52,100,1041335645,272953096,271,71,0,198
2024-01-04 19:00:00,HWI001,HWI001-C3,2252,2247,1851,1837,699,691,89,100,51,100,1154456383,226726672,311,57,0,178
2024-01-04 20:00:00,HWI001,HWI001-C3,2276,2260,1974,1963,772,759,87,100,53,100,1098674476,282075319,303,83,120,178
2024-01-04 21:00:00,HWI001,HWI001-C3,2104,2092,1844,1841,615,606,86,100,59,100,1204172556,304527928,337,79,0,160
2024-01-04 22:00:00,HWI001,HWI001-C3,1264,1262,1107,1104,378,372,44,100,20,100,594934678,88631931,151,22,0,90
2024-01-04 23:00:00,HWI001,HWI001-C3,1250,1245,1086,1083,357,351,39,100,33,100,527036393,174914669,133,45,0,110
2024-01-04 00:00:00,HWI002,HWI002-C1,261,259,222,221,94,91,14,100,12,100,176944041,54310954,45,14,0,20
2024-01-04 01:00:00,HWI002,HWI002-C1,259,256,212,210,92,90,7,100,7,100,91402375,35568499,24,9,0,24
2024-01-04 02:00:00,HWI002,HWI002-C1,308,305,262,261,92,90,12,100,5,100,151457340,21471085,40,6,0,24
2024-01-04 03:00:00,HWI002,HWI002-C1,273,271,225,224,101,99,9,100,7,100,119095422,32489059,33,8,0,23
2024-01-04 04:00:00,HWI002,HWI002-C1,285,284,234,232,96,94,6,100,4,100,75949435,19771751,22,5,2,23
2024-01-04 05:00:00,HWI002,HWI002-C1,263,262,217,216,101,98,1,100,6,100,11433732,31226993,3,7,2,25
2024-01-04 06:00:00,HWI002,HWI002-C1,1163,1160,989,984,398,388,47,100,32,100,610335658,168687783,168,51,10,88
2024-01-04 07:00:00,HWI002,HWI002-C1,2103,2088,1838,1833,684,669,70,100,50,100,819438272,216542678,229,55,5,144
2024-01-04 08:00:00,HWI002,HWI002-C1,1980,1979,1721,1720,566,558,70,100,45,100,929292712,202986184,261,52,0,140
2024-01-04 09:00:00,HWI002,HWI002-C1,2025,2017,1651,1647,644,631,76,100,49,100,1050464958,262059919,290,77,2,144
2024-01-04 10:00:00,HWI002,HWI002-C1,1702,1690,1494,1487,541,532,61,100,43,100,828253666,183682828,235,50,0,130
2024-01-04 11:00:00,HWI002,HWI002-C1,1543,1534,1332,1319,543,532,53,100,38,100,693117232,184298812,207,53,0,136
2024-01-04 12:00:00,HWI002,HWI002-C1,1525,1521,1258,1255,528,519,56,100,38,100,729916951,187381432,212,55,5,125
